J         CT        CP        eta
0.103981  0.100327  0.043513  0.239749
0.136411  0.098984  0.044020  0.306739
0.166763  0.097461  0.044233  0.367438
0.195141  0.096869  0.044897  0.421040
0.224071  0.094009  0.044381  0.474633
0.252803  0.089975  0.044284  0.513645
0.283228  0.088494  0.044795  0.559537
0.312378  0.085168  0.044738  0.594683
0.340856  0.082174  0.044824  0.624870
0.371873  0.079013  0.044627  0.658425
0.400151  0.075732  0.044222  0.685287
0.428263  0.072301  0.043693  0.708686
0.457474  0.068350  0.042918  0.728569
0.486235  0.064988  0.042372  0.745777
0.513516  0.060933  0.041312  0.757417
0.540866  0.057062  0.040087  0.769911
0.566755  0.052850  0.038548  0.777041
