J         CT        CP        eta
0.319410  0.089415  0.044996  0.634726
0.339437  0.086946  0.044906  0.657209
0.359748  0.084801  0.044850  0.680211
0.379047  0.082357  0.044796  0.696877
0.398644  0.079521  0.044596  0.710828
0.417168  0.076744  0.044164  0.724910
0.437663  0.074163  0.043924  0.738957
0.456359  0.072109  0.043804  0.751239
0.473196  0.068511  0.042820  0.757098
0.493989  0.066106  0.042465  0.769008
0.512810  0.063333  0.041859  0.775888
0.531530  0.060554  0.041090  0.783321
0.552680  0.057734  0.040317  0.791452
0.568927  0.054527  0.039085  0.793692
0.587349  0.051676  0.038145  0.795707
0.607046  0.048661  0.037036  0.797578
0.624424  0.045785  0.035834  0.797807
0.645454  0.042390  0.034369  0.796067
0.663978  0.039309  0.033004  0.790832
0.683025  0.035879  0.031299  0.782946
0.702230  0.032617  0.029629  0.773035
0.721306  0.029893  0.028270  0.762722
0.742182  0.026039  0.026087  0.740808
0.762197  0.022495  0.023996  0.714543
