J         CT        CP        eta
0.132635  0.103153  0.043030  0.317956
0.158698  0.102327  0.043695  0.371641
0.180163  0.100254  0.043878  0.411634
0.205628  0.098815  0.044460  0.457021
0.231655  0.095828  0.044557  0.498217
0.253670  0.093609  0.044502  0.533587
0.279982  0.091273  0.044761  0.570915
0.304743  0.088599  0.044701  0.604015
0.327327  0.085952  0.044554  0.631469
0.353692  0.082893  0.044318  0.661547
0.377599  0.079497  0.043818  0.685063
0.401119  0.076600  0.043425  0.707551
0.425884  0.072943  0.042688  0.727723
0.447515  0.069618  0.041878  0.743948
0.475158  0.066287  0.041216  0.764191
