J         CT        CP        eta
0.208238  0.110666  0.065504  0.351811
0.261647  0.107136  0.064920  0.431790
0.314499  0.101517  0.064400  0.495760
0.366431  0.094265  0.063210  0.546457
0.416918  0.087216  0.062110  0.585448
0.469010  0.080081  0.060762  0.618130
0.524393  0.071059  0.058356  0.638545
0.576453  0.061855  0.055232  0.645574
0.627890  0.053198  0.051832  0.644433
0.681808  0.041376  0.045912  0.614441
0.737806  0.029087  0.039235  0.546965
0.786362  0.018642  0.033365  0.439368
0.866384  0.003142  0.023783  0.114421
0.898630 -0.003289  0.019529 -0.151402
0.944322 -0.012005  0.013557 -0.836419
0.947923 -0.012198  0.013515 -0.855584
0.947923 -0.012198  0.013515 -0.855584
