J         CT        CP        eta
0.118931  0.089683  0.031016  0.343867
0.143833  0.086971  0.031378  0.398666
0.171634  0.083796  0.031831  0.451828
0.196507  0.079789  0.031728  0.494174
0.222503  0.073494  0.030832  0.530367
0.248999  0.067659  0.029883  0.563769
0.276201  0.061486  0.028534  0.595152
0.300553  0.056182  0.027214  0.620470
0.325423  0.051666  0.026055  0.645307
0.349309  0.046832  0.024614  0.664609
0.376815  0.042158  0.023263  0.682879
0.401846  0.037122  0.021565  0.691731
0.428831  0.032034  0.019767  0.694946
0.454551  0.027004  0.018032  0.680696
0.481954  0.021858  0.016245  0.648449
0.505965  0.017528  0.014685  0.603907
