J         CT        CP        eta
0.162405  0.098756  0.038788  0.413491
0.196419  0.095550  0.039144  0.479456
0.230182  0.091999  0.039537  0.535612
0.266002  0.087726  0.039806  0.586221
0.301115  0.082124  0.039596  0.624531
0.335030  0.073766  0.038079  0.649018
0.368154  0.065663  0.035990  0.671695
0.397084  0.058218  0.033591  0.688214
0.431040  0.051007  0.031109  0.706738
0.465932  0.044139  0.028544  0.720490
0.501229  0.038127  0.026202  0.729337
0.536861  0.031378  0.023344  0.721615
0.571476  0.024890  0.020408  0.696971
0.605212  0.018907  0.017901  0.639240
0.640489  0.012855  0.015339  0.536776
0.674399  0.006724  0.012656  0.358278
