J         CT        CP        eta
0.373652  0.025330  0.013364  0.708227
0.396884  0.021788  0.012336  0.700978
0.417903  0.017804  0.011056  0.672994
0.443380  0.013134  0.009572  0.608382
0.465071  0.008944  0.008151  0.510305
0.487453  0.004482  0.006616  0.330277
0.489379  0.004534  0.006669  0.332724
0.489379  0.004534  0.006669  0.332724
0.489379  0.004534  0.006669  0.332724
0.489379  0.004534  0.006669  0.332724
0.489379  0.004534  0.006669  0.332724
0.489379  0.004534  0.006669  0.332724
0.489379  0.004534  0.006669  0.332724
0.489379  0.004534  0.006669  0.332724
0.489379  0.004534  0.006669  0.332724
0.489379  0.004534  0.006669  0.332724
0.489379  0.004534  0.006669  0.332724
0.489379  0.004534  0.006669  0.332724
0.489379  0.004534  0.006669  0.332724
0.489379  0.004534  0.006669  0.332724
0.489379  0.004534  0.006669  0.332724
0.489379  0.004534  0.006669  0.332724
0.489379  0.004534  0.006669  0.332724
0.489379  0.004534  0.006669  0.332724
