J         CT        CP        eta
0.099374  0.098030  0.033894  0.287407
0.116266  0.096807  0.034139  0.329696
0.133771  0.095631  0.034405  0.371827
0.149383  0.094509  0.034643  0.407528
0.164509  0.092878  0.034709  0.440202
0.184231  0.091486  0.035036  0.481065
0.199000  0.089854  0.035110  0.509282
0.213576  0.088660  0.035329  0.535980
0.230210  0.086661  0.035390  0.563724
0.246006  0.084717  0.035419  0.588407
0.263667  0.082500  0.035424  0.614061
0.278856  0.080471  0.035368  0.634477
0.294160  0.078241  0.035242  0.653075
0.310757  0.075361  0.034911  0.670829
