J         CT        CP        eta
0.263468  0.088422  0.040310  0.577930
0.278431  0.085780  0.040362  0.591739
0.294898  0.084475  0.040570  0.614037
0.310109  0.082495  0.040522  0.631323
0.326792  0.080547  0.040524  0.649541
0.342020  0.077761  0.040402  0.658271
0.358333  0.075607  0.040225  0.673520
0.373822  0.073433  0.039913  0.687774
0.389703  0.071489  0.039689  0.701947
0.403892  0.069073  0.039163  0.712348
0.420181  0.066864  0.038732  0.725370
0.437231  0.064809  0.038371  0.738487
0.450925  0.062350  0.037640  0.746934
0.466400  0.060241  0.037108  0.757161
0.482301  0.057548  0.036294  0.764741
0.497395  0.055100  0.035505  0.771907
0.514558  0.052553  0.034691  0.779491
0.530475  0.050261  0.033964  0.785000
0.546146  0.047199  0.032749  0.787117
0.563437  0.044562  0.031724  0.791453
0.577860  0.042089  0.030705  0.792110
0.594276  0.039284  0.029486  0.791744
0.613015  0.036101  0.028049  0.788983
0.626745  0.033594  0.026855  0.784027
