J         CT        CP        eta
0.110454  0.069094  0.024631  0.309838
0.140113  0.065965  0.024460  0.377870
0.168847  0.062860  0.024219  0.438241
0.197671  0.059634  0.023848  0.494286
0.225404  0.056230  0.023487  0.539641
0.254046  0.052755  0.023085  0.580571
0.280665  0.048668  0.022361  0.610866
0.310646  0.044239  0.021571  0.637090
0.340879  0.039265  0.020587  0.650151
0.366982  0.034891  0.019552  0.654887
0.397830  0.029405  0.018202  0.642700
0.426116  0.023669  0.016513  0.610778
0.454084  0.018301  0.014822  0.560671
0.484089  0.012058  0.012767  0.457169
0.512206  0.006318  0.010784  0.300085
0.542371 -0.000346  0.008222 -0.022810
0.569820 -0.005668  0.006140 -0.526037
