J         CT        CP        eta
0.400771  0.042568  0.024386  0.699571
0.426000  0.037730  0.022826  0.704144
0.449262  0.032808  0.021086  0.699007
0.473569  0.028085  0.019466  0.683234
0.497807  0.023384  0.017835  0.652673
0.522135  0.018124  0.015862  0.596596
0.546029  0.013907  0.014340  0.529517
0.570369  0.008894  0.012347  0.410820
0.592424  0.004079  0.010381  0.232749
0.616502 -0.001350  0.008116 -0.102623
0.617992 -0.001295  0.008183 -0.097819
0.617992 -0.001295  0.008183 -0.097819
0.617992 -0.001295  0.008183 -0.097819
0.617992 -0.001295  0.008183 -0.097819
0.617992 -0.001295  0.008183 -0.097819
0.617992 -0.001295  0.008183 -0.097819
0.617992 -0.001295  0.008183 -0.097819
0.617992 -0.001295  0.008183 -0.097819
0.617992 -0.001295  0.008183 -0.097819
0.617992 -0.001295  0.008183 -0.097819
0.617992 -0.001295  0.008183 -0.097819
0.617992 -0.001295  0.008183 -0.097819
0.617992 -0.001295  0.008183 -0.097819
0.617992 -0.001295  0.008183 -0.097819
