J         CT        CP        eta
0.402490  0.069390  0.039747  0.702668
0.426766  0.065611  0.038873  0.720305
0.450957  0.061794  0.037833  0.736557
0.473811  0.057796  0.036583  0.748549
0.496617  0.053801  0.035324  0.756382
0.520245  0.049381  0.033739  0.761442
0.544683  0.044608  0.031861  0.762599
0.568352  0.039802  0.029885  0.756946
0.592162  0.034571  0.027603  0.741636
0.615547  0.029982  0.025540  0.722600
0.639387  0.024356  0.022797  0.683109
0.662562  0.018730  0.019920  0.622973
0.688816  0.012414  0.016665  0.513088
0.710516  0.007017  0.013729  0.363148
0.735563  0.000403  0.010078  0.029439
0.760259 -0.005773  0.006672 -0.657864
0.761983 -0.005874  0.006652 -0.672820
0.761983 -0.005874  0.006652 -0.672820
0.761983 -0.005874  0.006652 -0.672820
0.761983 -0.005874  0.006652 -0.672820
0.761983 -0.005874  0.006652 -0.672820
0.761983 -0.005874  0.006652 -0.672820
0.761983 -0.005874  0.006652 -0.672820
0.761983 -0.005874  0.006652 -0.672820
