J         CT        CP        eta
0.260420  0.092114  0.038717  0.619578
0.274498  0.090246  0.038629  0.641297
0.290978  0.088439  0.038599  0.666700
0.307752  0.086467  0.038592  0.689519
0.324263  0.084013  0.038335  0.710640
0.341723  0.082078  0.038319  0.731953
0.357562  0.079797  0.038080  0.749266
0.373559  0.077454  0.037825  0.764929
0.389108  0.074618  0.037293  0.778551
0.404973  0.072155  0.036907  0.791746
0.420741  0.069442  0.036366  0.803411
0.436601  0.066650  0.035745  0.814086
0.451192  0.063647  0.034914  0.822532
0.466308  0.060535  0.033996  0.830330
0.481611  0.057466  0.033051  0.837378
0.498349  0.053916  0.031865  0.843224
0.515458  0.049991  0.030464  0.845867
0.530567  0.046525  0.029260  0.843646
0.548570  0.042593  0.027866  0.838486
0.564540  0.037938  0.025940  0.825651
0.581557  0.033589  0.024071  0.811521
0.598829  0.028887  0.021939  0.788468
0.615137  0.024816  0.020050  0.761339
0.628741  0.021184  0.018280  0.728649
