J         CT        CP        eta
0.320100  0.087228  0.040162  0.695218
0.338348  0.084937  0.040105  0.716580
0.358864  0.081729  0.039756  0.737753
0.379882  0.078655  0.039453  0.757342
0.399190  0.076084  0.039269  0.773448
0.419195  0.072492  0.038566  0.787950
0.439704  0.069897  0.038233  0.803858
0.458811  0.065790  0.037180  0.811849
0.477127  0.062563  0.036336  0.821516
0.496416  0.059537  0.035574  0.830808
0.515037  0.055926  0.034415  0.836948
0.529331  0.052503  0.033185  0.837459
0.549741  0.048853  0.031955  0.840448
0.569770  0.045059  0.030584  0.839453
0.587254  0.041068  0.028992  0.831870
0.610208  0.036246  0.026998  0.819225
0.631009  0.031499  0.024820  0.800811
0.652204  0.026930  0.022626  0.776272
0.669128  0.023619  0.020958  0.754075
0.693243  0.018481  0.018136  0.706447
0.714117  0.014156  0.015768  0.641069
0.730497  0.010065  0.013443  0.546922
0.751677  0.004873  0.010565  0.346659
0.769687  0.000211  0.008014  0.020216
