J         CT        CP        eta
0.148023  0.094154  0.043261  0.322161
0.184232  0.091376  0.043429  0.387631
0.224696  0.087410  0.043182  0.454837
0.264478  0.084363  0.043482  0.513131
0.303314  0.080670  0.043535  0.562049
0.341907  0.075977  0.042837  0.606410
0.377835  0.070974  0.041845  0.640852
0.414532  0.066283  0.040757  0.674147
0.447518  0.061134  0.039399  0.694398
0.485927  0.054730  0.037178  0.715327
0.526685  0.047149  0.034279  0.724429
0.564785  0.040185  0.031201  0.727427
0.602429  0.032818  0.027758  0.712244
0.641324  0.023880  0.022993  0.666052
0.678678  0.016781  0.019083  0.596786
0.718726  0.008499  0.014135  0.432165
0.757742  0.001510  0.010016  0.114242
