J         CT        CP        eta
0.443761  0.077376  0.048523  0.707630
0.471378  0.073089  0.047519  0.725026
0.496221  0.069124  0.046444  0.738549
0.522668  0.065591  0.045555  0.752562
0.545871  0.061654  0.044188  0.761635
0.569314  0.057725  0.042835  0.767225
0.592940  0.053327  0.041082  0.769684
0.619578  0.048661  0.039208  0.768958
0.645727  0.043828  0.037058  0.763692
0.669390  0.039134  0.034867  0.751329
0.697456  0.033686  0.032158  0.730601
0.723401  0.028612  0.029505  0.701521
0.750210  0.023414  0.026681  0.658361
0.776078  0.017662  0.023359  0.586808
0.803037  0.011599  0.019761  0.471376
0.829947  0.005722  0.016261  0.292030
0.854174 -0.000673  0.012227 -0.047023
0.880806 -0.007726  0.007738 -0.879540
0.882808 -0.007679  0.007829 -0.865912
0.882808 -0.007679  0.007829 -0.865912
0.882808 -0.007679  0.007829 -0.865912
0.882808 -0.007679  0.007829 -0.865912
0.882808 -0.007679  0.007829 -0.865912
0.882808 -0.007679  0.007829 -0.865912
