J         CT        CP        eta
0.099690  0.104461  0.059300  0.175610
0.122441  0.104508  0.058980  0.216956
0.146652  0.104169  0.058250  0.262262
0.168591  0.104378  0.058067  0.303051
0.192258  0.104126  0.057476  0.348306
0.211963  0.103816  0.057435  0.383132
0.235757  0.103321  0.057092  0.426660
0.257274  0.102688  0.056768  0.465381
0.279983  0.102151  0.056752  0.503960
0.301815  0.101745  0.057054  0.538226
0.324257  0.100521  0.056890  0.572940
0.347023  0.099524  0.057045  0.605443
0.370499  0.098115  0.057086  0.636789
0.392027  0.096622  0.057080  0.663599
0.414754  0.094924  0.057239  0.687818
0.436879  0.092723  0.057268  0.707360
