J         CT        CP        eta
0.139395  0.084611  0.034143  0.345446
0.167124  0.081331  0.033946  0.400417
0.195640  0.077526  0.033819  0.448480
0.226288  0.073588  0.033455  0.497742
0.254718  0.069824  0.032992  0.539082
0.282563  0.065974  0.032454  0.574406
0.310541  0.061637  0.031659  0.604591
0.339645  0.056984  0.030721  0.629998
0.366788  0.052275  0.029604  0.647664
0.396974  0.046906  0.028273  0.658607
0.425525  0.042010  0.026911  0.664268
0.452974  0.036270  0.025042  0.656064
0.483733  0.030500  0.023125  0.637988
0.515097  0.023474  0.020450  0.591273
0.539501  0.018551  0.018476  0.541663
0.570583  0.011890  0.015638  0.433831
