J         CT        CP        eta
0.319080  0.092719  0.045980  0.643425
0.338107  0.089277  0.045500  0.663421
0.358257  0.086910  0.045469  0.684775
0.377961  0.084842  0.045443  0.705652
0.396390  0.081582  0.044791  0.721982
0.416171  0.078574  0.044276  0.738560
0.434866  0.076096  0.043825  0.755091
0.453177  0.073137  0.043095  0.769093
0.471194  0.070474  0.042460  0.782071
0.490893  0.067288  0.041571  0.794560
0.508871  0.064513  0.040764  0.805342
0.525889  0.061183  0.039551  0.813525
0.545066  0.058402  0.038664  0.823325
0.564418  0.054516  0.037142  0.828426
0.583640  0.051446  0.035957  0.835050
0.603537  0.048011  0.034548  0.838744
0.621665  0.044695  0.033075  0.840056
0.644363  0.040750  0.031249  0.840262
0.661173  0.037927  0.029878  0.839279
0.680601  0.034232  0.028030  0.831210
0.701286  0.030463  0.026066  0.819583
0.720029  0.026903  0.024197  0.800537
0.739791  0.023105  0.022128  0.772443
0.760103  0.019596  0.020176  0.738280
