J         CT        CP        eta
0.151968  0.121772  0.063871  0.289731
0.193074  0.119723  0.063249  0.365470
0.233919  0.118899  0.063553  0.437633
0.276361  0.115789  0.063109  0.507051
0.316965  0.112590  0.063707  0.560174
0.357754  0.108566  0.064028  0.606608
0.398750  0.103399  0.064385  0.640371
0.438188  0.097559  0.063530  0.672898
0.478518  0.092437  0.063009  0.702004
0.517958  0.087480  0.062220  0.728238
0.554648  0.081995  0.060927  0.746436
0.590943  0.075879  0.058893  0.761391
0.626237  0.070695  0.057096  0.775385
0.664509  0.063324  0.053957  0.779872
0.706016  0.055841  0.050475  0.781069
0.743025  0.048655  0.046737  0.773513
0.782032  0.040551  0.042049  0.754171
