J         CT        CP        eta
0.113727  0.074405  0.027942  0.302830
0.143298  0.071360  0.027736  0.368677
0.174622  0.068292  0.027534  0.433118
0.205380  0.064608  0.027137  0.488970
0.234739  0.060406  0.026472  0.535653
0.263118  0.056777  0.025948  0.575726
0.292315  0.052736  0.025238  0.610788
0.321253  0.048166  0.024236  0.638457
0.350263  0.043993  0.023296  0.661451
0.383099  0.038669  0.021943  0.675120
0.411140  0.033332  0.020301  0.675031
0.445390  0.026830  0.018175  0.657492
0.472435  0.021338  0.016119  0.625363
0.501762  0.014438  0.013355  0.542436
0.533911  0.007469  0.010464  0.381120
0.563702  0.001061  0.007690  0.077808
0.564048  0.001073  0.007682  0.078778
