J         CT        CP        eta
0.481530  0.055506  0.036725  0.727777
0.511851  0.049487  0.034604  0.732007
0.537943  0.043268  0.032153  0.723903
0.566868  0.037339  0.029670  0.713381
0.597969  0.030354  0.026475  0.685586
0.626802  0.023629  0.023086  0.641537
0.652926  0.017818  0.020079  0.579404
0.681544  0.011038  0.016436  0.457730
0.713508  0.004058  0.012668  0.228566
0.739953 -0.002637  0.008969 -0.217673
0.739867 -0.002690  0.008893 -0.223846
0.739867 -0.002690  0.008893 -0.223846
0.739867 -0.002690  0.008893 -0.223846
0.739867 -0.002690  0.008893 -0.223846
0.739867 -0.002690  0.008893 -0.223846
0.739867 -0.002690  0.008893 -0.223846
0.739867 -0.002690  0.008893 -0.223846
0.739867 -0.002690  0.008893 -0.223846
0.739867 -0.002690  0.008893 -0.223846
0.739867 -0.002690  0.008893 -0.223846
0.739867 -0.002690  0.008893 -0.223846
0.739867 -0.002690  0.008893 -0.223846
0.739867 -0.002690  0.008893 -0.223846
0.739867 -0.002690  0.008893 -0.223846
