J         CT        CP        eta
0.343571  0.090325  0.045427  0.683146
0.364546  0.088365  0.045583  0.706690
0.385025  0.085668  0.045378  0.726880
0.406012  0.083460  0.045410  0.746213
0.427866  0.080473  0.045142  0.762745
0.447316  0.077262  0.044634  0.774319
0.469775  0.073946  0.044059  0.788455
0.489962  0.069305  0.042710  0.795036
0.510477  0.064888  0.041301  0.802009
0.529003  0.059779  0.039302  0.804616
0.550076  0.055000  0.037408  0.808755
0.567368  0.050243  0.035158  0.810815
0.587377  0.046170  0.033214  0.816493
0.609693  0.041155  0.030979  0.809971
0.627633  0.037082  0.028973  0.803300
0.649944  0.033008  0.026946  0.796143
0.670620  0.029276  0.025047  0.783839
0.690809  0.025053  0.022819  0.758424
0.711137  0.020979  0.020576  0.725084
0.732501  0.016579  0.018091  0.671288
0.751029  0.012601  0.015760  0.600479
0.771651  0.007891  0.012961  0.469820
0.794409  0.003668  0.010474  0.278174
0.813288 -0.000911  0.007679 -0.096515
