J         CT        CP        eta
0.125726  0.114279  0.097506  0.147354
0.151035  0.114500  0.096531  0.179150
0.176624  0.113331  0.094734  0.211297
0.203610  0.113629  0.093856  0.246504
0.229258  0.112923  0.091955  0.281533
0.255390  0.113628  0.090501  0.320653
0.282464  0.113476  0.089191  0.359373
0.307669  0.112508  0.088231  0.392324
0.334506  0.111813  0.087811  0.425939
0.360182  0.111065  0.087301  0.458229
0.387468  0.111171  0.087271  0.493582
0.412950  0.110227  0.086796  0.524424
0.440073  0.110098  0.087084  0.556371
0.467215  0.110141  0.087350  0.589120
0.492143  0.109896  0.086963  0.621923
0.519706  0.109661  0.087646  0.650249
