J         CT        CP        eta
0.103231  0.067539  0.022433  0.310802
0.124533  0.065493  0.022568  0.361390
0.147376  0.062635  0.022388  0.412308
0.170616  0.060377  0.022403  0.459829
0.192956  0.057857  0.022194  0.502998
0.216104  0.054905  0.021869  0.542556
0.237717  0.052242  0.021480  0.578134
0.260205  0.049520  0.021136  0.609657
0.281294  0.046600  0.020578  0.637017
0.302518  0.043595  0.019993  0.659660
0.325140  0.039966  0.019190  0.677157
0.345711  0.036774  0.018402  0.690862
0.369080  0.032682  0.017353  0.695103
0.389896  0.028825  0.016226  0.692614
0.414608  0.024264  0.014827  0.678495
0.438028  0.019862  0.013438  0.647453
