J         CT        CP        eta
0.107901  0.090230  0.032813  0.296713
0.132788  0.087800  0.033147  0.351726
0.157405  0.084034  0.032805  0.403212
0.180715  0.082818  0.033230  0.450394
0.205571  0.080524  0.033318  0.496827
0.230748  0.077192  0.033110  0.537963
0.255870  0.074322  0.032993  0.576392
0.279115  0.070898  0.032497  0.608926
0.305165  0.067849  0.032209  0.642849
0.328119  0.065144  0.031872  0.670652
0.352856  0.061580  0.031240  0.695551
0.376177  0.058219  0.030573  0.716346
0.399797  0.054384  0.029628  0.733858
0.422593  0.050765  0.028681  0.747985
0.446880  0.047377  0.027753  0.762860
0.470207  0.043533  0.026560  0.770682
