J         CT        CP        eta
0.156526  0.089834  0.043514  0.323141
0.195141  0.085974  0.042903  0.391047
0.235937  0.082182  0.042654  0.454579
0.275179  0.077565  0.041931  0.509043
0.314681  0.072703  0.041261  0.554485
0.353978  0.066806  0.039978  0.591529
0.393317  0.060380  0.038244  0.620972
0.431747  0.053459  0.036115  0.639082
0.470246  0.046301  0.033592  0.648146
0.520255  0.035791  0.029477  0.631706
0.556430  0.028942  0.026646  0.604382
0.590733  0.021650  0.023117  0.553233
0.645408  0.010773  0.017583  0.395459
0.675036  0.004794  0.014279  0.226625
0.726238 -0.006075  0.008281 -0.532858
0.752216 -0.010631  0.006022 -1.327794
0.752324 -0.010701  0.006039 -1.333171
