J         CT        CP        eta
0.138800  0.112200  0.051741  0.300985
0.169026  0.107984  0.052368  0.348539
0.197935  0.105465  0.052475  0.397817
0.225775  0.102563  0.052404  0.441880
0.255792  0.099897  0.052512  0.486611
0.284884  0.096676  0.052426  0.525343
0.313031  0.092482  0.051881  0.558006
0.343120  0.088803  0.051626  0.590208
0.371766  0.084406  0.050976  0.615572
0.399974  0.080625  0.050379  0.640108
0.427640  0.077210  0.049851  0.662340
0.455669  0.072695  0.048746  0.679538
0.482216  0.068601  0.047700  0.693514
0.511040  0.064030  0.046422  0.704883
0.539546  0.058904  0.044630  0.712109
0.566522  0.054194  0.042972  0.714465
