J         CT        CP        eta
0.260138  0.076693  0.032782  0.608594
0.276573  0.074084  0.032509  0.630285
0.292602  0.071599  0.032202  0.650576
0.308157  0.068885  0.031763  0.668312
0.324430  0.066336  0.031377  0.685895
0.340157  0.063578  0.030855  0.700895
0.355538  0.061234  0.030460  0.714741
0.370968  0.058330  0.029858  0.724716
0.387919  0.055328  0.029173  0.735716
0.403518  0.052723  0.028610  0.743608
0.420251  0.049582  0.027788  0.749840
0.436261  0.046442  0.026905  0.753047
0.452487  0.043518  0.026037  0.756283
0.469031  0.040469  0.025089  0.756571
0.482727  0.037942  0.024218  0.756271
0.499914  0.034433  0.023015  0.747908
0.515300  0.031355  0.021855  0.739305
0.530496  0.028564  0.020821  0.727767
0.549432  0.024987  0.019443  0.706118
0.562286  0.022161  0.018186  0.685146
0.578219  0.019345  0.016983  0.658637
0.596298  0.015721  0.015406  0.608460
0.612377  0.012494  0.013910  0.550031
0.629122  0.009033  0.012234  0.464493
