J         CT        CP        eta
0.143220  0.104363  0.040743  0.366850
0.171715  0.101637  0.041129  0.424313
0.200086  0.100140  0.041844  0.478834
0.225825  0.098085  0.042324  0.523341
0.253417  0.095407  0.042541  0.568341
0.280552  0.092262  0.042588  0.607779
0.309164  0.089082  0.042630  0.646043
0.335974  0.086247  0.042788  0.677220
0.362801  0.082271  0.042391  0.704115
0.391775  0.078970  0.042439  0.729006
0.418847  0.074760  0.041895  0.747417
0.446243  0.070072  0.040993  0.762775
0.470696  0.064444  0.039378  0.770312
0.496097  0.058588  0.037385  0.777465
0.521775  0.053414  0.035378  0.787780
