J         CT        CP        eta
0.558967  0.033589  0.024411  0.769140
0.594719  0.027406  0.021821  0.746914
0.629436  0.020073  0.018413  0.686167
0.665706  0.013774  0.015437  0.593990
0.702246  0.006455  0.011583  0.391330
0.734250 -0.000664  0.007864 -0.062055
0.738371 -0.000688  0.007952 -0.063874
0.738371 -0.000688  0.007952 -0.063874
0.738371 -0.000688  0.007952 -0.063874
0.738371 -0.000688  0.007952 -0.063874
0.738371 -0.000688  0.007952 -0.063874
0.738371 -0.000688  0.007952 -0.063874
0.738371 -0.000688  0.007952 -0.063874
0.738371 -0.000688  0.007952 -0.063874
0.738371 -0.000688  0.007952 -0.063874
0.738371 -0.000688  0.007952 -0.063874
0.738371 -0.000688  0.007952 -0.063874
0.738371 -0.000688  0.007952 -0.063874
0.738371 -0.000688  0.007952 -0.063874
0.738371 -0.000688  0.007952 -0.063874
0.738371 -0.000688  0.007952 -0.063874
0.738371 -0.000688  0.007952 -0.063874
0.738371 -0.000688  0.007952 -0.063874
0.738371 -0.000688  0.007952 -0.063874
