J         CT        CP        eta
0.094620  0.078992  0.026888  0.277973
0.113636  0.077478  0.027026  0.325758
0.132900  0.075419  0.027008  0.371122
0.151091  0.073249  0.026943  0.410764
0.174412  0.070312  0.026802  0.457552
0.192966  0.067951  0.026647  0.492068
0.215037  0.064917  0.026385  0.529083
0.235425  0.062154  0.026025  0.562252
0.254459  0.059385  0.025626  0.589669
0.274773  0.056424  0.025145  0.616568
0.294834  0.053496  0.024603  0.641082
0.314831  0.050521  0.024059  0.661107
0.334491  0.047452  0.023373  0.679090
0.354531  0.044629  0.022771  0.694844
0.372914  0.041635  0.022059  0.703845
0.393370  0.038299  0.021208  0.710386
