J         CT        CP        eta
0.123806  0.114508  0.096998  0.146157
0.145396  0.113766  0.095587  0.173047
0.166467  0.114016  0.094910  0.199977
0.188411  0.113276  0.093293  0.228768
0.211453  0.113655  0.092566  0.259628
0.232326  0.112688  0.090118  0.290514
0.253569  0.112774  0.089114  0.320893
0.275031  0.112343  0.088361  0.349673
0.297378  0.111635  0.087682  0.378615
0.318962  0.111232  0.087124  0.407222
0.340512  0.110960  0.086796  0.435311
0.363977  0.111127  0.086588  0.467129
0.383862  0.109969  0.085621  0.493022
0.407908  0.110696  0.086394  0.522653
0.428951  0.110409  0.086373  0.548319
