J         CT        CP        eta
0.186707  0.114225  0.063028  0.338370
0.237257  0.110963  0.062932  0.418334
0.284450  0.106304  0.062328  0.485153
0.332970  0.101390  0.062257  0.542271
0.379469  0.093436  0.061113  0.580170
0.428031  0.087818  0.060672  0.619547
0.475475  0.082636  0.059806  0.656969
0.517984  0.076401  0.057992  0.682413
0.560920  0.069382  0.055724  0.698394
0.612469  0.060412  0.051982  0.711793
0.660506  0.051684  0.048070  0.710161
0.708679  0.041980  0.043072  0.690716
0.754850  0.032227  0.037572  0.647465
0.820149  0.018424  0.028961  0.521744
0.852211  0.011871  0.024496  0.413014
0.907098 -0.000462  0.016013 -0.026253
0.945545 -0.008812  0.010356 -0.804586
