J         CT        CP        eta
0.342931  0.037351  0.018808  0.681035
0.362860  0.034526  0.018180  0.689119
0.382718  0.030903  0.017165  0.689029
0.404234  0.027170  0.016072  0.683361
0.426196  0.023370  0.014932  0.667041
0.445613  0.019798  0.013765  0.640933
0.468355  0.015910  0.012503  0.595977
0.487918  0.011926  0.011045  0.526852
0.508986  0.008117  0.009517  0.434093
0.527953  0.003824  0.007829  0.257851
0.549479 -0.000477  0.006115 -0.042856
0.550371 -0.000506  0.006124 -0.045467
0.550371 -0.000506  0.006124 -0.045467
0.550371 -0.000506  0.006124 -0.045467
0.550371 -0.000506  0.006124 -0.045467
0.550371 -0.000506  0.006124 -0.045467
0.550371 -0.000506  0.006124 -0.045467
0.550371 -0.000506  0.006124 -0.045467
0.550371 -0.000506  0.006124 -0.045467
0.550371 -0.000506  0.006124 -0.045467
0.550371 -0.000506  0.006124 -0.045467
0.550371 -0.000506  0.006124 -0.045467
0.550371 -0.000506  0.006124 -0.045467
0.550371 -0.000506  0.006124 -0.045467
