J         CT        CP        eta
0.258570  0.100976  0.044124  0.591725
0.274564  0.099668  0.044384  0.616557
0.288863  0.097903  0.044375  0.637313
0.306373  0.096272  0.044533  0.662321
0.323175  0.094137  0.044479  0.683993
0.339508  0.092704  0.044660  0.704745
0.356592  0.090980  0.044728  0.725323
0.373122  0.088889  0.044655  0.742729
0.389268  0.086598  0.044392  0.759373
0.405373  0.084474  0.044172  0.775215
0.421111  0.081771  0.043715  0.787705
0.437737  0.079633  0.043490  0.801525
0.453480  0.077204  0.043061  0.813046
0.468809  0.074295  0.042353  0.822371
0.485439  0.072592  0.042182  0.835414
0.502105  0.069998  0.041593  0.844999
0.515902  0.067462  0.040827  0.852451
0.529227  0.065077  0.040091  0.859050
0.544311  0.062344  0.039229  0.865043
0.562855  0.058802  0.038015  0.870612
0.578401  0.056012  0.037050  0.874419
0.592928  0.052847  0.035814  0.874922
0.611812  0.049289  0.034450  0.875358
0.629298  0.045475  0.032864  0.870790
