J         CT        CP        eta
0.157233  0.113091  0.097162  0.183010
0.185573  0.112530  0.095456  0.218766
0.217894  0.112441  0.093933  0.260828
0.247587  0.111844  0.092058  0.300802
0.278050  0.111468  0.090120  0.343913
0.309096  0.111036  0.088774  0.386607
0.339093  0.111381  0.088221  0.428117
0.369711  0.111499  0.088668  0.464908
0.398839  0.110087  0.088172  0.497970
0.430872  0.109060  0.087963  0.534212
0.462325  0.108519  0.088594  0.566303
0.489720  0.106566  0.088209  0.591631
0.522815  0.105849  0.088416  0.625896
0.553489  0.102178  0.088334  0.640232
0.584956  0.096290  0.087055  0.647008
0.616770  0.093046  0.086905  0.660352
0.644379  0.088076  0.085528  0.663576
