J         CT        CP        eta
0.109018  0.114251  0.043849  0.284047
0.134477  0.113434  0.044410  0.343484
0.150295  0.112132  0.044561  0.378191
0.172703  0.110639  0.044876  0.425789
0.198132  0.108099  0.044990  0.476059
0.216591  0.106464  0.045170  0.510496
0.237937  0.103933  0.045186  0.547283
0.257963  0.101506  0.045270  0.578408
0.278676  0.098464  0.045172  0.607441
0.301091  0.095659  0.045287  0.635984
0.321833  0.092233  0.044988  0.659818
0.342641  0.089442  0.044988  0.681214
0.364818  0.085254  0.044383  0.700763
0.384423  0.081641  0.043734  0.717629
0.403386  0.078314  0.043121  0.732607
