J         CT        CP        eta
0.330424  0.100272  0.074570  0.444314
0.351717  0.100416  0.074619  0.473309
0.371539  0.100155  0.074418  0.500037
0.390846  0.100346  0.074680  0.525169
0.411620  0.100751  0.075084  0.552329
0.431478  0.100697  0.075224  0.577583
0.451749  0.100338  0.075442  0.600824
0.472696  0.100579  0.076287  0.623218
0.492871  0.100410  0.076397  0.647794
0.513564  0.100276  0.076674  0.671650
0.534925  0.099756  0.077192  0.691291
0.555172  0.099234  0.077793  0.708184
0.575285  0.098153  0.078170  0.722353
0.596416  0.096254  0.078106  0.734989
0.614351  0.093689  0.077784  0.739974
0.636439  0.092551  0.078487  0.750485
0.656122  0.090254  0.078365  0.755668
0.676201  0.087488  0.077881  0.759610
0.695286  0.085178  0.077569  0.763495
0.715744  0.082896  0.077230  0.768251
0.734786  0.080687  0.076832  0.771650
0.755107  0.077904  0.075996  0.774065
0.773427  0.075610  0.075344  0.776161
0.792245  0.073114  0.074554  0.776943
