J         CT        CP        eta
0.097041  0.110236  0.041598  0.257135
0.124785  0.108091  0.042056  0.320714
0.146541  0.105746  0.042133  0.367786
0.168198  0.104420  0.042673  0.411577
0.190760  0.101592  0.042741  0.453426
0.212521  0.098699  0.042951  0.488356
0.234096  0.095561  0.042966  0.520654
0.256664  0.092617  0.042906  0.554041
0.278632  0.089411  0.042766  0.582537
0.298955  0.086646  0.042638  0.607513
0.321695  0.082413  0.042061  0.630314
0.345092  0.078818  0.041601  0.653821
0.365655  0.075226  0.040925  0.672138
0.389041  0.072326  0.040565  0.693644
0.409613  0.068615  0.039573  0.710219
0.431425  0.065035  0.038702  0.724964
