J         CT        CP        eta
0.173426  0.124724  0.127424  0.169751
0.208215  0.124323  0.124607  0.207740
0.244874  0.123767  0.121522  0.249397
0.280245  0.123203  0.118388  0.291645
0.312969  0.120809  0.112726  0.335413
0.349479  0.120569  0.111601  0.377563
0.387050  0.118932  0.109491  0.420424
0.422470  0.118397  0.107739  0.464262
0.458123  0.116603  0.106437  0.501882
0.496123  0.115918  0.106015  0.542464
0.532936  0.115926  0.107432  0.575075
0.571512  0.113156  0.109690  0.589571
0.607134  0.107170  0.109426  0.594620
0.641809  0.101090  0.107948  0.601038
0.676543  0.099128  0.107018  0.626671
0.709829  0.095929  0.105540  0.645187
