J         CT        CP        eta
0.122472  0.082860  0.027262  0.372234
0.143380  0.081104  0.027622  0.420992
0.165747  0.078284  0.027671  0.468911
0.189398  0.075304  0.027685  0.515164
0.208367  0.072814  0.027661  0.548498
0.226554  0.070025  0.027442  0.578112
0.249240  0.066594  0.027123  0.611942
0.268618  0.062955  0.026552  0.636912
0.290143  0.059654  0.026147  0.661968
0.309883  0.055618  0.025342  0.680096
0.329285  0.051721  0.024504  0.695016
0.349536  0.047912  0.023639  0.708446
0.368485  0.043991  0.022624  0.716502
0.387827  0.040375  0.021705  0.721419
