J         CT        CP        eta
0.124520  0.114530  0.049504  0.288086
0.147496  0.114534  0.050034  0.337635
0.168445  0.113509  0.050207  0.380823
0.191239  0.112474  0.050448  0.426363
0.212780  0.110922  0.050535  0.467040
0.234830  0.110172  0.051167  0.505632
0.257332  0.108664  0.051558  0.542354
0.278197  0.105172  0.051613  0.566890
0.300836  0.101899  0.051799  0.591809
0.321282  0.098249  0.051800  0.609371
0.344120  0.095773  0.051917  0.634808
0.366715  0.091928  0.051575  0.653640
0.388824  0.088849  0.051369  0.672514
0.411364  0.085512  0.050906  0.691008
0.433404  0.082235  0.050424  0.706824
