J         CT        CP        eta
0.334686  0.047521  0.023385  0.680112
0.355525  0.044525  0.022749  0.695836
0.374086  0.041434  0.021986  0.705001
0.393891  0.038534  0.021290  0.712935
0.413568  0.035184  0.020349  0.715067
0.433958  0.031352  0.019175  0.709551
0.455359  0.027421  0.017925  0.696585
0.474698  0.023441  0.016520  0.673591
0.494847  0.019705  0.015200  0.641531
0.512976  0.015599  0.013670  0.585328
0.535608  0.010818  0.011904  0.486755
0.555224  0.006625  0.010251  0.358818
0.573904  0.002402  0.008463  0.162895
0.594431 -0.002274  0.006395 -0.211396
0.593979 -0.002272  0.006379 -0.211554
0.593979 -0.002272  0.006379 -0.211554
0.593979 -0.002272  0.006379 -0.211554
0.593979 -0.002272  0.006379 -0.211554
0.593979 -0.002272  0.006379 -0.211554
0.593979 -0.002272  0.006379 -0.211554
0.593979 -0.002272  0.006379 -0.211554
0.593979 -0.002272  0.006379 -0.211554
0.593979 -0.002272  0.006379 -0.211554
0.593979 -0.002272  0.006379 -0.211554
