J         CT        CP        eta
0.130614  0.083582  0.030582  0.356974
0.161904  0.077455  0.030222  0.414938
0.196676  0.070101  0.029312  0.470358
0.228597  0.063648  0.028069  0.518350
0.261685  0.057051  0.026550  0.562311
0.297570  0.050948  0.025034  0.605602
0.332696  0.044734  0.023353  0.637299
0.363923  0.039217  0.021675  0.658456
0.399761  0.033521  0.019881  0.673998
0.434710  0.027737  0.017901  0.673577
0.475605  0.020720  0.015617  0.630990
0.504858  0.015628  0.013838  0.570178
0.548348  0.008051  0.011168  0.395284
0.550788  0.008084  0.011297  0.394118
0.550788  0.008084  0.011297  0.394118
0.550788  0.008084  0.011297  0.394118
0.550788  0.008084  0.011297  0.394118
