J         CT        CP        eta
0.112079  0.083915  0.030537  0.307988
0.133954  0.081009  0.030752  0.352870
0.153336  0.078825  0.030764  0.392877
0.173956  0.076515  0.030667  0.434035
0.194620  0.074220  0.030530  0.473129
0.214222  0.071961  0.030332  0.508231
0.235118  0.069351  0.029998  0.543554
0.253969  0.066620  0.029553  0.572510
0.274356  0.063790  0.029049  0.602471
0.294912  0.060952  0.028533  0.629989
0.315406  0.058489  0.028187  0.654478
0.335395  0.055647  0.027632  0.675442
0.354823  0.052569  0.026962  0.691801
0.373986  0.049478  0.026229  0.705475
0.394817  0.046234  0.025436  0.717653
