J         CT        CP        eta
0.120489  0.105349  0.039955  0.317653
0.141995  0.103708  0.040352  0.364928
0.165389  0.102334  0.040890  0.413913
0.189144  0.100506  0.041299  0.460304
0.212975  0.098181  0.041472  0.504200
0.235978  0.096565  0.041862  0.544336
0.259406  0.094268  0.041940  0.583054
0.283780  0.092390  0.042302  0.619795
0.306095  0.090073  0.042383  0.650518
0.329374  0.087534  0.042475  0.678789
0.351716  0.085192  0.042627  0.702925
0.374237  0.081331  0.042161  0.721933
0.398373  0.077689  0.041795  0.740507
0.422495  0.074037  0.041327  0.756899
0.441555  0.068304  0.039595  0.761714
