J         CT        CP        eta
0.342196  0.102060  0.052342  0.667235
0.362336  0.099731  0.052384  0.689822
0.381133  0.097273  0.052358  0.708079
0.402962  0.093317  0.051767  0.726391
0.425306  0.090240  0.051542  0.744630
0.445008  0.086494  0.050834  0.757179
0.466051  0.082848  0.050145  0.769979
0.484752  0.078921  0.049128  0.778717
0.505398  0.075103  0.048165  0.788049
0.523792  0.071134  0.046881  0.794753
0.546336  0.066578  0.045341  0.802212
0.564006  0.062457  0.043711  0.805882
0.587689  0.058077  0.042011  0.812410
0.606736  0.054261  0.040468  0.813518
0.627463  0.049786  0.038373  0.814076
0.645452  0.046218  0.036714  0.812525
0.670077  0.040935  0.034115  0.804006
0.691797  0.035978  0.031627  0.786957
0.708492  0.032493  0.029791  0.772728
0.729871  0.027224  0.026902  0.738609
0.752651  0.022400  0.024164  0.697682
0.775919  0.016821  0.020892  0.624723
0.792846  0.011890  0.017888  0.526948
0.812110  0.007044  0.014846  0.385311
