J         CT        CP        eta
0.178372  0.095802  0.039100  0.437042
0.216258  0.091466  0.039572  0.499857
0.252916  0.085230  0.039374  0.547465
0.288770  0.076437  0.037811  0.583764
0.323166  0.069128  0.036214  0.616881
0.357867  0.061424  0.033937  0.647712
0.394074  0.054637  0.031796  0.677160
0.431427  0.047930  0.029495  0.701080
0.466317  0.040375  0.026582  0.708300
0.504240  0.034686  0.024427  0.716010
0.550776  0.027071  0.021338  0.698772
0.578552  0.021481  0.018875  0.658435
0.622127  0.013735  0.015611  0.547357
0.655457  0.007793  0.012890  0.396314
0.692360  0.000573  0.009541  0.041537
0.692180  0.000568  0.009518  0.041320
