J         CT        CP        eta
0.114000  0.076484  0.027587  0.316058
0.137387  0.073570  0.027426  0.368536
0.162892  0.071181  0.027376  0.423540
0.186150  0.067840  0.027053  0.466796
0.210431  0.064873  0.026714  0.511018
0.234359  0.061977  0.026415  0.549869
0.257406  0.058687  0.025874  0.583850
0.280778  0.055322  0.025320  0.613484
0.304569  0.052196  0.024820  0.640489
0.328855  0.048558  0.024093  0.662804
0.353025  0.045015  0.023325  0.681314
0.376161  0.041332  0.022424  0.693338
0.401206  0.037167  0.021300  0.700062
0.424991  0.033414  0.020222  0.702248
0.450489  0.028709  0.018720  0.690871
0.472925  0.024099  0.017050  0.668453
