J         CT        CP        eta
0.361467  0.110319  0.086044  0.463446
0.384421  0.111020  0.086428  0.493806
0.405869  0.110327  0.086106  0.520039
0.428110  0.110537  0.086399  0.547712
0.451379  0.110629  0.086575  0.576789
0.471971  0.110730  0.085818  0.608981
0.493376  0.110392  0.085729  0.635311
0.516241  0.110603  0.086045  0.663578
0.538254  0.109597  0.086357  0.683109
0.561411  0.108718  0.086836  0.702882
0.582805  0.107279  0.086948  0.719085
0.604652  0.105897  0.087498  0.731797
0.626270  0.104450  0.087796  0.745072
0.649722  0.102508  0.088129  0.755731
0.669822  0.099600  0.087815  0.759718
0.693060  0.096680  0.087374  0.766879
0.715400  0.093515  0.086778  0.770933
0.736530  0.090909  0.086278  0.776062
0.761319  0.087456  0.085475  0.778967
0.778616  0.085789  0.085333  0.782779
0.801606  0.081997  0.083860  0.783799
0.821849  0.079678  0.083230  0.786771
0.840819  0.076713  0.082006  0.786548
0.865169  0.073956  0.081115  0.788804
