J         CT        CP        eta
0.389080  0.077638  0.045200  0.668304
0.413264  0.074714  0.044770  0.689666
0.434373  0.071376  0.043914  0.706006
0.458381  0.067962  0.043093  0.722919
0.481214  0.064732  0.042265  0.737008
0.503686  0.061376  0.041256  0.749325
0.526236  0.057770  0.040048  0.759097
0.550512  0.053957  0.038739  0.766773
0.572241  0.050782  0.037605  0.772751
0.592859  0.047256  0.036125  0.775526
0.612565  0.043584  0.034537  0.773017
0.638354  0.039084  0.032438  0.769122
0.658440  0.035041  0.030366  0.759828
0.683381  0.030495  0.028039  0.743232
0.707184  0.025434  0.025265  0.711923
0.730230  0.020159  0.022236  0.662039
0.752301  0.015384  0.019576  0.591196
0.773784  0.009844  0.016347  0.465979
0.798991  0.004317  0.013077  0.263739
0.819444 -0.000627  0.010031 -0.051269
0.822063 -0.000688  0.010046 -0.056343
0.822063 -0.000688  0.010046 -0.056343
0.822063 -0.000688  0.010046 -0.056343
0.822063 -0.000688  0.010046 -0.056343
