J         CT        CP        eta
0.335212  0.108711  0.059396  0.613534
0.354642  0.105962  0.059482  0.631771
0.375157  0.102462  0.059453  0.646560
0.396203  0.099079  0.059171  0.663431
0.414591  0.096473  0.059063  0.677188
0.435714  0.092715  0.058716  0.688021
0.457050  0.089709  0.058321  0.703035
0.476601  0.086529  0.057704  0.714684
0.495809  0.083456  0.057006  0.725865
0.515580  0.080077  0.056117  0.735724
0.535572  0.076897  0.055258  0.745305
0.554448  0.073434  0.054112  0.752434
0.573749  0.069906  0.052875  0.758556
0.593095  0.066734  0.051762  0.764647
0.611674  0.063106  0.050334  0.766886
0.631008  0.059598  0.048902  0.769031
0.651836  0.055900  0.047305  0.770273
0.671235  0.052409  0.045759  0.768797
0.691227  0.048597  0.043902  0.765169
0.711675  0.044512  0.041848  0.756990
0.732954  0.040425  0.039639  0.747491
0.753272  0.036266  0.037339  0.731629
0.775477  0.032268  0.035155  0.711801
0.791437  0.028930  0.033034  0.693117
