J         CT        CP        eta
0.150067  0.118023  0.067950  0.260656
0.172553  0.117074  0.067444  0.299529
0.196893  0.117601  0.068215  0.339441
0.217117  0.116040  0.067415  0.373719
0.237026  0.116090  0.067354  0.408531
0.258286  0.114829  0.066907  0.443286
0.278555  0.115525  0.067559  0.476330
0.297606  0.114842  0.067486  0.506444
0.319923  0.115021  0.068012  0.541045
0.339638  0.113723  0.067745  0.570144
0.359834  0.112602  0.067862  0.597068
0.381599  0.112735  0.068689  0.626296
0.406075  0.111188  0.068709  0.657127
