J         CT        CP        eta
0.123197  0.096655  0.043747  0.272189
0.156369  0.093421  0.043630  0.334815
0.187650  0.090456  0.043367  0.391407
0.219570  0.087496  0.043337  0.443299
0.251163  0.083484  0.042807  0.489835
0.282744  0.080180  0.042501  0.533400
0.313574  0.076045  0.041843  0.569880
0.344767  0.071598  0.041102  0.600570
0.378322  0.066682  0.040015  0.630454
0.410134  0.061923  0.038905  0.652790
0.441000  0.056717  0.037452  0.667848
0.472266  0.050548  0.035367  0.674984
0.505904  0.043976  0.033056  0.673030
0.537064  0.037090  0.030208  0.659420
0.571131  0.029814  0.027126  0.627719
0.605834  0.021782  0.023373  0.564571
0.633248  0.015646  0.020270  0.488790
