J         CT        CP        eta
0.164818  0.102683  0.042466  0.398523
0.198259  0.100238  0.042727  0.465110
0.233934  0.097841  0.043251  0.529189
0.268240  0.093969  0.043218  0.583225
0.303226  0.090693  0.043572  0.631146
0.340372  0.086875  0.044008  0.671909
0.374395  0.081124  0.043351  0.700609
0.405370  0.074269  0.041793  0.720368
0.436541  0.067168  0.039785  0.736984
0.464719  0.060285  0.037417  0.748733
0.501527  0.053339  0.034905  0.766389
0.532801  0.046895  0.032150  0.777162
0.571404  0.040358  0.029276  0.787688
0.602415  0.033423  0.025875  0.778116
0.641343  0.026603  0.022770  0.749301
0.670311  0.020692  0.019919  0.696333
