J         CT        CP        eta
0.602504  0.107438  0.109575  0.590753
0.637127  0.101490  0.108171  0.597774
0.671969  0.099574  0.106956  0.625588
0.705683  0.094817  0.105230  0.635850
0.743543  0.092288  0.103961  0.660056
0.780369  0.089359  0.102714  0.678901
0.816828  0.085760  0.101406  0.690794
0.850314  0.081906  0.099898  0.697168
0.888011  0.076932  0.097785  0.698646
0.924635  0.072908  0.096430  0.699096
0.958321  0.067405  0.093352  0.691957
0.995809  0.062244  0.090673  0.683597
1.031126  0.056834  0.087350  0.670900
1.063012  0.052126  0.084561  0.655274
1.102091  0.046035  0.080638  0.629173
1.134358  0.041037  0.077468  0.600905
1.174871  0.034628  0.073230  0.555558
1.211232  0.028197  0.068161  0.501067
1.244599  0.022443  0.063801  0.437810
1.280041  0.016103  0.058591  0.351807
1.311626  0.009820  0.053181  0.242183
1.349778  0.002349  0.046426  0.068301
1.384947 -0.005062  0.039350 -0.178174
1.421668 -0.012483  0.032274 -0.549865
