J         CT        CP        eta
0.085127  0.095841  0.033372  0.244477
0.100933  0.095213  0.033767  0.284607
0.116677  0.093617  0.033709  0.324032
0.131445  0.092288  0.033729  0.359657
0.149938  0.090436  0.033767  0.401570
0.166351  0.089000  0.033891  0.436845
0.181703  0.086949  0.033755  0.468053
0.197278  0.085039  0.033649  0.498561
0.213240  0.082715  0.033422  0.527734
0.228247  0.081016  0.033389  0.553829
0.245572  0.078694  0.033210  0.581907
0.259698  0.076549  0.032996  0.602495
0.275936  0.074202  0.032758  0.625035
0.291108  0.071298  0.032277  0.643042
0.307894  0.069162  0.032111  0.663153
