J         CT        CP        eta
0.099983  0.088274  0.029091  0.303383
0.124118  0.086101  0.029377  0.363777
0.143489  0.084658  0.029743  0.408402
0.169338  0.081900  0.029969  0.462774
0.192593  0.079473  0.030202  0.506779
0.214695  0.076355  0.030139  0.543918
0.237749  0.073305  0.030091  0.579176
0.262635  0.069326  0.029748  0.612072
0.283997  0.065150  0.029085  0.636151
0.305628  0.060946  0.028270  0.658879
0.326636  0.056379  0.027243  0.675967
0.348709  0.052139  0.026219  0.693437
0.369697  0.046979  0.024725  0.702455
0.393925  0.042631  0.023236  0.722750
0.414335  0.037840  0.021639  0.724536
0.437307  0.034270  0.020383  0.735245
