J         CT        CP        eta
0.662211  0.073650  0.071636  0.680839
0.703814  0.069150  0.070433  0.691004
0.743216  0.063962  0.068162  0.697426
0.783466  0.060198  0.066766  0.706403
0.820668  0.056007  0.064571  0.711831
0.859574  0.052907  0.063323  0.718189
0.899124  0.049364  0.061692  0.719449
0.941088  0.045211  0.059475  0.715395
0.978867  0.040225  0.056306  0.699320
1.020252  0.034695  0.052801  0.670406
1.059010  0.029316  0.048829  0.635813
1.100211  0.023317  0.044326  0.578763
1.142373  0.015841  0.038151  0.474344
1.183121  0.009863  0.033150  0.352009
1.221195  0.001671  0.025370  0.080480
1.256263 -0.004480  0.019741 -0.285087
1.298703 -0.011931  0.013029 -1.189237
1.337512 -0.019339  0.006226 -4.154562
1.334361 -0.019326  0.006190 -4.166018
1.334361 -0.019326  0.006190 -4.166018
1.334361 -0.019326  0.006190 -4.166018
1.334361 -0.019326  0.006190 -4.166018
1.334361 -0.019326  0.006190 -4.166018
1.334361 -0.019326  0.006190 -4.166018
