J         CT        CP        eta
0.370568  0.046607  0.024517  0.704448
0.392596  0.042794  0.023154  0.725600
0.415527  0.038302  0.021733  0.732337
0.438102  0.033917  0.020226  0.734671
0.462682  0.029573  0.018725  0.730734
0.488127  0.025403  0.017356  0.714464
0.508803  0.020855  0.015535  0.683041
0.531844  0.016297  0.013688  0.633210
0.552169  0.011492  0.011568  0.548561
0.575442  0.006559  0.009325  0.404791
0.598153  0.001638  0.007023  0.139508
0.599916  0.001658  0.007072  0.140623
0.599916  0.001658  0.007072  0.140623
0.599916  0.001658  0.007072  0.140623
0.599916  0.001658  0.007072  0.140623
0.599916  0.001658  0.007072  0.140623
0.599916  0.001658  0.007072  0.140623
0.599916  0.001658  0.007072  0.140623
0.599916  0.001658  0.007072  0.140623
0.599916  0.001658  0.007072  0.140623
0.599916  0.001658  0.007072  0.140623
0.599916  0.001658  0.007072  0.140623
0.599916  0.001658  0.007072  0.140623
0.599916  0.001658  0.007072  0.140623
