J         CT        CP        eta
0.461791  0.029347  0.019426  0.697616
0.490082  0.023592  0.017403  0.664388
0.519055  0.018180  0.015440  0.611157
0.544324  0.012973  0.013426  0.525969
0.573112  0.007616  0.011333  0.385134
0.599919  0.002405  0.009194  0.156951
0.630514 -0.003708  0.006672 -0.350410
0.630669 -0.003725  0.006657 -0.352873
0.630669 -0.003725  0.006657 -0.352873
0.630669 -0.003725  0.006657 -0.352873
0.630669 -0.003725  0.006657 -0.352873
0.630669 -0.003725  0.006657 -0.352873
0.630669 -0.003725  0.006657 -0.352873
0.630669 -0.003725  0.006657 -0.352873
0.630669 -0.003725  0.006657 -0.352873
0.630669 -0.003725  0.006657 -0.352873
0.630669 -0.003725  0.006657 -0.352873
0.630669 -0.003725  0.006657 -0.352873
0.630669 -0.003725  0.006657 -0.352873
0.630669 -0.003725  0.006657 -0.352873
0.630669 -0.003725  0.006657 -0.352873
0.630669 -0.003725  0.006657 -0.352873
0.630669 -0.003725  0.006657 -0.352873
0.630669 -0.003725  0.006657 -0.352873
