J         CT        CP        eta
0.139391  0.101097  0.043542  0.323642
0.176653  0.097079  0.044046  0.389351
0.213475  0.092541  0.044026  0.448714
0.248403  0.087551  0.043534  0.499570
0.285194  0.083781  0.043483  0.549500
0.320597  0.078674  0.042627  0.591709
0.356708  0.073954  0.041864  0.630132
0.389093  0.068173  0.040320  0.657877
0.422169  0.062543  0.038722  0.681868
0.460321  0.055761  0.036575  0.701784
0.496133  0.048356  0.033874  0.708233
0.530212  0.040626  0.030684  0.702017
0.567932  0.032741  0.027251  0.682347
0.610356  0.023793  0.022928  0.633379
0.636581  0.017729  0.019616  0.575333
0.678600  0.009106  0.015067  0.410131
0.717432  0.000873  0.010512  0.059559
