J         CT        CP        eta
0.319682  0.068368  0.032233  0.678062
0.338525  0.065505  0.031728  0.698912
0.358844  0.062746  0.031260  0.720282
0.377115  0.059958  0.030680  0.736995
0.395938  0.057163  0.030083  0.752341
0.414825  0.053564  0.029088  0.763879
0.432637  0.050884  0.028381  0.775674
0.450838  0.047677  0.027394  0.784649
0.468335  0.044669  0.026446  0.791061
0.489914  0.040570  0.025066  0.792958
0.509703  0.037302  0.023915  0.795010
0.529699  0.033884  0.022681  0.791345
0.549475  0.029977  0.021104  0.780516
0.566041  0.026734  0.019738  0.766663
0.587003  0.023197  0.018334  0.742698
0.606536  0.019167  0.016566  0.701795
0.626750  0.015944  0.014743  0.677787
0.646640  0.011985  0.012918  0.599942
0.663747  0.007052  0.010011  0.467556
0.683378  0.002577  0.007839  0.224605
0.683716  0.002517  0.007816  0.220172
0.683716  0.002517  0.007816  0.220172
0.683716  0.002517  0.007816  0.220172
0.683716  0.002517  0.007816  0.220172
